Committee,Subcommittee,Name,Title
House Committee on Armed Services,,Martha McSally,
House Committee on Armed Services,,Stephen Knight,
House Committee on Armed Services,,Steve Russell,
House Committee on Armed Services,,Scott DesJarlais,
House Committee on Armed Services,,Ralph Lee Abraham,
House Committee on Armed Services,,Trent Kelly,
House Committee on Armed Services,,Mike Gallagher,
House Committee on Armed Services,,Matt Gaetz,
House Committee on Armed Services,,Don Bacon,
House Committee on Armed Services,,Jim Banks,
House Committee on Armed Services,,Liz Cheney,
House Committee on Armed Services,,Jody B. Hice,
House Committee on Armed Services,,Paul Mitchell,
House Committee on Armed Services,,Adam Smith,Ranking Member
House Committee on Armed Services,,Robert A. Brady,
House Committee on Armed Services,,Susan A. Davis,
House Committee on Armed Services,,James R. Langevin,
House Committee on Armed Services,,Rick Larsen,
House Committee on Armed Services,,Jim Cooper,
House Committee on Armed Services,,Madeleine Z. Bordallo,
House Committee on Armed Services,,Joe Courtney,
House Committee on Armed Services,,Niki Tsongas,
House Committee on Armed Services,,John Garamendi,
House Committee on Armed Services,,Jackie Speier,
House Committee on Armed Services,,Marc A. Veasey,
House Committee on Armed Services,,Tulsi Gabbard,
House Committee on Armed Services,,Beto O'Rourke,
House Committee on Armed Services,,Donald Norcross,
House Committee on Armed Services,,Ruben Gallego,
House Committee on Armed Services,,Seth Moulton,
House Committee on Armed Services,,Colleen Hanabusa,
House Committee on Armed Services,,Carol Shea-Porter,
House Committee on Armed Services,,Jacky Rosen,
House Committee on Armed Services,,A. Donald McEachin,
House Committee on Armed Services,,Salud O. Carbajal,
House Committee on Armed Services,,Anthony G. Brown,
House Committee on Armed Services,,Stephanie N. Murphy,
House Committee on Armed Services,,Ro Khanna,
House Committee on Armed Services,,Tom O'Halleran,
House Committee on Armed Services,,Thomas R. Suozzi,
House Committee on Armed Services,,Jimmy Panetta,
House Committee on Armed Services,Military Personnel,Mike Coffman,Chair
House Committee on Armed Services,Military Personnel,Walter B. Jones Jr.,
House Committee on Armed Services,Military Personnel,Steve Russell,
House Committee on Armed Services,Military Personnel,Don Bacon,
House Committee on Armed Services,Military Personnel,Martha McSally,
House Committee on Armed Services,Military Personnel,Ralph Lee Abraham,
House Committee on Armed Services,Military Personnel,Trent Kelly,
House Committee on Armed Services,Military Personnel,Jackie Speier,Ranking Member
House Committee on Armed Services,Military Personnel,Robert A. Brady,
House Committee on Armed Services,Military Personnel,Niki Tsongas,
House Committee on Armed Services,Military Personnel,Ruben Gallego,
House Committee on Armed Services,Military Personnel,Carol Shea-Porter,
House Committee on Armed Services,Military Personnel,Jacky Rosen,
House Committee on Armed Services,Readiness,Joe Wilson,Chair
House Committee on Armed Services,Readiness,Rob Bishop,
House Committee on Armed Services,Readiness,Austin Scott,
House Committee on Armed Services,Readiness,Steve Russell,
House Committee on Armed Services,Readiness,Mike D. Rogers,
House Committee on Armed Services,Readiness,Vicky Hartzler,
House Committee on Armed Services,Readiness,Elise M. Stefanik,
House Committee on Armed Services,Readiness,Martha McSally,Vice Chair
House Committee on Armed Services,Readiness,Scott DesJarlais,
House Committee on Armed Services,Readiness,Trent Kelly,
House Committee on Armed Services,Readiness,Mike Gallagher,
House Committee on Armed Services,Readiness,Madeleine Z. Bordallo,Ranking Member
House Committee on Armed Services,Readiness,Joe Courtney,
House Committee on Armed Services,Readiness,Tulsi Gabbard,
House Committee on Armed Services,Readiness,Carol Shea-Porter,
House Committee on Armed Services,Readiness,A. Donald McEachin,
House Committee on Armed Services,Readiness,Salud O. Carbajal,
House Committee on Armed Services,Readiness,Anthony G. Brown,
House Committee on Armed Services,Readiness,Stephanie N. Murphy,
House Committee on Armed Services,Readiness,Ro Khanna,
House Committee on Armed Services,Oversight and Investigations,Vicky Hartzler,Chair
House Committee on Armed Services,Oversight and Investigations,K. Michael Conaway,
House Committee on Armed Services,Oversight and Investigations,Matt Gaetz,
House Committee on Armed Services,Oversight and Investigations,Jim Banks,
House Committee on Armed Services,Oversight and Investigations,Liz Cheney,
House Committee on Armed Services,Oversight and Investigations,Austin Scott,
House Committee on Armed Services,Oversight and Investigations,Seth Moulton,Ranking Member
House Committee on Armed Services,Oversight and Investigations,Tom O'Halleran,
House Committee on Armed Services,Oversight and Investigations,Thomas R. Suozzi,
House Committee on Armed Services,Oversight and Investigations,Jimmy Panetta,
House Committee on Armed Services,Tactical Air and Land Forces,Michael R. Turner,Chair
House Committee on Armed Services,Tactical Air and Land Forces,Frank A. LoBiondo,
House Committee on Armed Services,Tactical Air and Land Forces,Paul Cook,Vice Chair
House Committee on Armed Services,Tactical Air and Land Forces,Sam Graves,
House Committee on Armed Services,Tactical Air and Land Forces,Martha McSally,
House Committee on Armed Services,Tactical Air and Land Forces,Stephen Knight,
House Committee on Armed Services,Tactical Air and Land Forces,Trent Kelly,
House Committee on Armed Services,Tactical Air and Land Forces,Matt Gaetz,
House Committee on Armed Services,Tactical Air and Land Forces,Don Bacon,
House Committee on Armed Services,Tactical Air and Land Forces,Jim Banks,
House Committee on Armed Services,Tactical Air and Land Forces,Walter B. Jones Jr.,
House Committee on Armed Services,Tactical Air and Land Forces,Rob Bishop,
House Committee on Armed Services,Tactical Air and Land Forces,Robert J. Wittman,
House Committee on Armed Services,Tactical Air and Land Forces,Mo Brooks,
House Committee on Armed Services,Tactical Air and Land Forces,Niki Tsongas,Ranking Member
House Committee on Armed Services,Tactical Air and Land Forces,James R. Langevin,
House Committee on Armed Services,Tactical Air and Land Forces,Jim Cooper,
House Committee on Armed Services,Tactical Air and Land Forces,Marc A. Veasey,
House Committee on Armed Services,Tactical Air and Land Forces,Ruben Gallego,
House Committee on Armed Services,Tactical Air and Land Forces,Jacky Rosen,
House Committee on Armed Services,Tactical Air and Land Forces,Salud O. Carbajal,
House Committee on Armed Services,Tactical Air and Land Forces,Anthony G. Brown,
House Committee on Armed Services,Tactical Air and Land Forces,Tom O'Halleran,
House Committee on Armed Services,Tactical Air and Land Forces,Thomas R. Suozzi,
House Committee on Armed Services,Tactical Air and Land Forces,Jimmy Panetta,
House Committee on Armed Services,Intelligence and Emerging Threats and Capabilities,Elise M. Stefanik,Chair
House Committee on Armed Services,Intelligence and Emerging Threats and Capabilities,Bill Shuster,
House Committee on Armed Services,Intelligence and Emerging Threats and Capabilities,Ralph Lee Abraham,
House Committee on Armed Services,Intelligence and Emerging Threats and Capabilities,Liz Cheney,Vice Chair
House Committee on Armed Services,Intelligence and Emerging Threats and Capabilities,Joe Wilson,
House Committee on Armed Services,Intelligence and Emerging Threats and Capabilities,Frank A. LoBiondo,
House Committee on Armed Services,Intelligence and Emerging Threats and Capabilities,Doug Lamborn,
House Committee on Armed Services,Intelligence and Emerging Threats and Capabilities,Austin Scott,
House Committee on Armed Services,Intelligence and Emerging Threats and Capabilities,Jody B. Hice,
House Committee on Armed Services,Intelligence and Emerging Threats and Capabilities,James R. Langevin,Ranking Member
House Committee on Armed Services,Intelligence and Emerging Threats and Capabilities,Rick Larsen,
House Committee on Armed Services,Intelligence and Emerging Threats and Capabilities,Jim Cooper,
House Committee on Armed Services,Intelligence and Emerging Threats and Capabilities,Jackie Speier,
House Committee on Armed Services,Intelligence and Emerging Threats and Capabilities,Marc A. Veasey,
House Committee on Armed Services,Intelligence and Emerging Threats and Capabilities,Tulsi Gabbard,
House Committee on Armed Services,Intelligence and Emerging Threats and Capabilities,Beto O'Rourke,
House Committee on Armed Services,Intelligence and Emerging Threats and Capabilities,Stephanie N. Murphy,
House Committee on Armed Services,Seapower and Projection Forces,Robert J. Wittman,Chair
House Committee on Armed Services,Seapower and Projection Forces,K. Michael Conaway,
House Committee on Armed Services,Seapower and Projection Forces,Vicky Hartzler,
House Committee on Armed Services,Seapower and Projection Forces,Bradley Byrne,Vice Chair
House Committee on Armed Services,Seapower and Projection Forces,Scott DesJarlais,
House Committee on Armed Services,Seapower and Projection Forces,Mike Gallagher,
House Committee on Armed Services,Seapower and Projection Forces,Paul Cook,
House Committee on Armed Services,Seapower and Projection Forces,Stephen Knight,
House Committee on Armed Services,Seapower and Projection Forces,Ralph Lee Abraham,
House Committee on Armed Services,Seapower and Projection Forces,Paul Mitchell,
House Committee on Armed Services,Seapower and Projection Forces,Joe Courtney,Ranking Member
House Committee on Armed Services,Seapower and Projection Forces,Susan A. Davis,
House Committee on Armed Services,Seapower and Projection Forces,James R. Langevin,
House Committee on Armed Services,Seapower and Projection Forces,Madeleine Z. Bordallo,
House Committee on Armed Services,Seapower and Projection Forces,John Garamendi,
House Committee on Armed Services,Seapower and Projection Forces,Donald Norcross,
House Committee on Armed Services,Seapower and Projection Forces,Seth Moulton,
House Committee on Armed Services,Seapower and Projection Forces,Colleen Hanabusa,
House Committee on Armed Services,Seapower and Projection Forces,A. Donald McEachin,
House Committee on Armed Services,Strategic Forces,Mike D. Rogers,Chair
House Committee on Armed Services,Strategic Forces,Doug Lamborn,
House Committee on Armed Services,Strategic Forces,Mo Brooks,
House Committee on Armed Services,Strategic Forces,Michael R. Turner,
House Committee on Armed Services,Strategic Forces,Mike Coffman,
House Committee on Armed Services,Strategic Forces,Bradley Byrne,
House Committee on Armed Services,Strategic Forces,Sam Graves,
House Committee on Armed Services,Strategic Forces,Jody B. Hice,
House Committee on Armed Services,Strategic Forces,Paul Mitchell,
House Committee on Armed Services,Strategic Forces,Jim Cooper,Ranking Member
House Committee on Armed Services,Strategic Forces,Susan A. Davis,
House Committee on Armed Services,Strategic Forces,Rick Larsen,
House Committee on Armed Services,Strategic Forces,John Garamendi,
House Committee on Armed Services,Strategic Forces,Beto O'Rourke,
House Committee on Armed Services,Strategic Forces,Donald Norcross,
